Empresa;DirecciÃ³n;CP;Ciudad;Provincia;TelÃ©fono;MÃ³vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
JUVASA, S.L.;AVDA. ANDALUCIA, 248. P.I. MARIAS BAJAS;41700;DOS HERMANAS;SEVILLA;955670187;955660303;vjuvasa@spaindustry.com;;ALIMENTACION;;;;;
CONGELADOS EL PUENTE;AVDA. ANDALUCIA, 29;18015;DOS HERMANAS;SEVILLA;958292287;958292287;congelpuente@hotmail.com;;ESTABLECIMIENTOS DE ALIMENTOS CONGELADOS;;;;;
GALISPORT;AVDA. CARDENAL BUENO MONREAL, S/N;41013;DOS HERMANAS;SEVILLA;954296555;954296154;elporvenir@galisport.com;www.galisport.com;GIMNASIOS;;;;;
QUINTA ANAUCO, S.L.;AVDA. DE LA PLAYA, 2;11393;DOS HERMANAS;SEVILLA;956439329;;espartel@redestb.es;;PRODUCTOS QUÍMICOS FABRICACIÓN  ;;;;;
MERCADOS CENTRALES ABASTECIMIENTO DE CORDOBA, S.A.;AVDA. DE LAS LONJAS, S/N.;14010;DOS HERMANAS;SEVILLA;957751705;957751664;admon@mercacordoba.com;www.mercacordoba.com;SUPERMERCADOS Y HIPERMERCADOS;;;;;
MERCADOS CENTRALES ABASTECIMIENTO DE CORDOBA, S.A.;AVDA. DE LAS LONJAS, S/N.;14010;DOS HERMANAS;SEVILLA;957751705;957751664;admon@mercacordoba.com;www.mercacordoba.com;ALIMENTACION;;;;;
CUADROS ELECTRICOS NAZARENOS, S.L.;AVDA. DE SEVILLA, 43;41700;DOS HERMANAS;SEVILLA;955675128;955675987;cenazarenos@cenazarenos.com;;CONSTRUCCION;;;;;
ELIAS JOSE PEREZ GUNZ, S.L.;AVDA. DEL MEDITERRANEO, 60;29730;DOS HERMANAS;SEVILLA;952971594;952971594;epg.gestioninmobiliaria@infonegocio.com;;AGENCIA INMOBILIARIA;;;;;
14 DE NOVIEMBRE, S.C.A.;AVDA. M. PAULA MONTAL, 7 MONTEQUINTO;41089;DOS HERMANAS;SEVILLA;954123529;954126224;carande@aces-andalucia.org;;ENSEÑANZA;;;;;
14 DE NOVIEMBRE, S.C.A.;AVDA. M. PAULA MONTAL, 7 MONTEQUINTO;41089;DOS HERMANAS;SEVILLA;954123529;954126224;carande@aces-andalucia.org;;;;;;;
MERCADONA SUPERMERCADOS, S.A.;AVDA. MDRE PAULA MONTALT, S/N;41700;DOS HERMANAS;SEVILLA;954129906;954128233;rcarlos@mercadona.es;www.mercadona.es;ALIMENTACION;;;;;
DESARROLLO ORGANIZACIONAL PERSONAS Y PRODUC., S.L.;AVDA. PALMERA, 35;41700;DOS HERMANAS;SEVILLA;954624511;954235707;doppsevilla@dopp.es;www.dopp.es;CONSULTORÍA DE RELACIONES HUMANAS Y FORMACIÓN ;;;;;
DESARROLLO ORGANIZACIONAL PERSONAS Y PRODUC., S.L.;AVDA. PALMERA, 35;41700;DOS HERMANAS;SEVILLA;954624511;954235707;doppsevilla@dopp.es;www.dopp.es;;;;;;
ARCO VENTA Y ALQUILER;AVDA. PLAYA SERENA, LAS GARZAS S/N;04740;DOS HERMANAS;SEVILLA;950334224;950334224;arco_roquetas@hotmail.com;;INMOBILIARIA;;;;;
ARDOVRIES ESPAÑA, S.A.;AVDA. RAMON Y CAJAL, 4;41700;DOS HERMANAS;SEVILLA;955660648;955660936;ardovries@ardo.es;www.ardo.com;;;;;;
DISJARMA, S.A.;AVDA. RAMON Y CAJAL, 4;41700;DOS HERMANAS;SEVILLA;955669000;955660344;disjarma@tpi.infomail.es;;CONSTRUCCION;;;;;
PACO SALAS, S.A.;AVDA. RAMON Y CAJAL, 4;41700;DOS HERMANAS;SEVILLA;955664000;955661896;p.salas@pacosalas.es;;;;;;;
DISJARMA, S.A.;AVDA. RAMÓN Y CAJAL, 4;41700;DOS HERMANAS;SEVILLA;955669000;955660344;disjarma@tpi.infomail.es;;COMERCIALIZACIÓN Y VENTA DE PRODUCTOS CONGELADOS Y PRECOCINADOS ;;;;;
DELTA INVERSION Y URBANISMO, S.L.;AVDA. SEVILLA, 46, EDIF. DELTA;41700;DOS HERMANAS;SEVILLA;955678700;955675686;informacion@deltainversion.net;www.deltainversion.net;INMOBILIARIA;;;;;
TAVAR, S.L.;AVDA. TORRE DE LOS HERBEROS, 15 A-POL. IND.;41700;DOS HERMANAS;SEVILLA;954930393;954930284;tavar@tpi.infomail.es;;GESTIÓN Y ADMINISTRACIÓN DE VIVIENDAS  ;;;;;
TAVAR, S.L.;AVDA. TORRE DE LOS HERBEROS, 15 A-POL. IND.;41700;DOS HERMANAS;SEVILLA;954930393;954930284;tavar@tpi.infomail.es;;INMOBILIARIA;;;;;
SUREDHER;AVENIDA ANDALUCIA 252 BAJO;41702;DOS HERMANAS;SEVILLA;954728072;;suredher@suredher.com;www.suredher.com;ESTABLECIMIENTODEPINTURAYBARNIZ;;;;;
SUREDHER;AVENIDA ANDALUCIA 252 BAJO;41702;DOS HERMANAS;SEVILLA;954728072;;suredher@suredher.com;www.suredher.com;CONSTRUCCION;;;;;
ALUMINIOSBAREAS.L.;AVENIDA ANDALUCIA, 248  JUNTO A NUEVA ROTONDA ;41700;DOS HERMANAS;SEVILLA;954728301;;;;CERRAMIENTOS ;;;;;
ALUMINIOSESCASOS.L.;AVENIDA ANDALUCÍA, 77;41701;DOS HERMANAS;SEVILLA;954725814;;;;CERRAMIENTOS ;;;;;
GLAMOUR SALÓN DE BELLEZA;AVENIDA DE ANDALUCÍA 102;41701;DOS HERMANAS;SEVILLA;954720183;;info@glamoursalondebelleza.com;www.glamoursalondebelleza.com;PELUQUERIAUNISEX;;;;;
SINALA REFORMA;AVENIDA DE ANDALUCÍA, 262;41702;DOS HERMANAS;SEVILLA;670595698;;sinala@telefonica.net;www.sinala.es;REFORMASENGENERAL;;;;;
ALBASOL INSTALACIONES - DOS HERMANAS;AVENIDA DE ESPAÑA , 63 - LOC. 7;41704;DOS HERMANAS;SEVILLA;955670291;;;www.albasol.es;AIRE ACONDICIONADO;;;;;
ALBASOL INSTALACIONES;AVENIDA DE ESPAÑA , 63 - LOCAL 7;41704;DOS HERMANAS;SEVILLA;955675467;;;;ACONDICIONADOR DE AIRE;;;;;
SANITAS - DOS HERMANAS;AVENIDA DE ESPAÑA, 47;41702;DOS HERMANAS;SEVILLA;954720926;;sdominguez.pex@sanitas.es;;SALUD;;;;;
ESCUELADEEQUITACIÓNAL-ANDALUSS.L.-DOSHERMANAS;AVENIDA DE LA LIBERTAD, 54 (CTRA. ANTIGUA BELLAVISTA - DOS HERMANAS, KM 2,6);41700;DOS HERMANAS;SEVILLA;670409440;;regla@equitacionalandalus.com;;SERVICIOS INDUSTRIALES;;;;;
DANCRISUR LIMPIEZAS Y MANTENIMIENTO;AVENIDA DE LOS PIRRALOS, 65;41701;DOS HERMANAS;SEVILLA;954722896;;dancrisur@dancrisur.es;www.dancrisur.es;LIMPIEZAINDUSTRIAL;;;;;
DANCRISUR LIMPIEZAS Y MANTENIMIENTO;AVENIDA DE LOS PIRRALOS, 65;41701;DOS HERMANAS;SEVILLA;954722896;;dancrisur@dancrisur.es;www.dancrisur.es;;;;;;
NEUMÁTICOSPERA;AVENIDA DOCTOR FLEMING, 34;41701;DOS HERMANAS;SEVILLA;954721493;;;;NEUMÁTICOS ;;;;;
PESAN;AVENIDA ESPAÑA, 121;41700;DOS HERMANAS;SEVILLA;955669649;;;;CONSTRUCCIÓN ;;;;;
ÓPTICA OJOS DE GATA - DOS HERMANAS;AVENIDA ESPAÑA, 141;41702;DOS HERMANAS;SEVILLA;955677190;;opticaojosdegata@hotmail.com;;PUBLICIDAD ;;;;;
INTEGRAL DEL ASCENSOR;AVENIDA ESPAÑA, 49 - LOCAL;41702;DOS HERMANAS;SEVILLA;902191909;;info@integraldelascensor.com;www.integraldelascensor.com;;;;;;
FARMACIA LOS CERROS;AVENIDA EUROPA 101 - H;41089;DOS HERMANAS;SEVILLA;954123251;;farmaciacerros@telefonica.net;www.farmacialoscerros.com;FARMACIAS;;;;;
AFYCOM;AVENIDA EUROPA EDIF. PARAISO III - LOCAL 4 (MONTEQUINTO);41089;DOS HERMANAS;SEVILLA;955691338;;afycom@telefonica.net;www.afycom.com;INMOBILIARIA;;;;;
IBERSOL;AVENIDA LA PALMERA, 70  POL. IND. LA PALMERA ;41703;DOS HERMANAS;SEVILLA;954694191;;;;CALEFACCIONES ;;;;;
RESIDENCIADELA3ªEDADELGRANPODER-DOSHERMANAS;AVENIDA LIBERTAD, 14;41700;DOS HERMANAS;SEVILLA;954726065;;residenciagranpoder@hotmail.com;;TERCERA EDAD ;;;;;
OPEL MOTORDOS SEVILLA;AVENIDA LIBERTAD, 5 - NAVE C;41703;DOS HERMANAS;SEVILLA;955665000;;ventas@motordos.com;www.motordos.com;;;;;;
EUROSUR AMBIENTAL;AVENIDA LOS PIRRALOS, 92;41702;DOS HERMANAS;SEVILLA;954725081;;eurosurambiental@hotmail.com;www.eurosurambiental.es;DESINFECCIONDESRATIZACIONYDESINSECTACION;;;;;
PERALCONSTRUCCIONESS.L.;AVENIDA MADRE PAULA MONTALT, 55  MONTEQUINTO ;41089;DOS HERMANAS;SEVILLA;954126583;;;;ACCESORIO PARA VENTANA ;;;;;
PINTURAS VENECIA;AVENIDA MONTEQUINTO, 2 - MONTEQUINTO;41089;DOS HERMANAS;SEVILLA;954120892;;pinturas_venecia@hotmail.com;www.pinturasvenecia.com;CONSTRUCCION;;;;;
WISERINSTALACIONESESPECIALES-DOSHERMANAS;AVENIDA PINOS, 10 - BLOQUE 7 - B;41089;DOS HERMANAS;SEVILLA;678470689;;info@wiserinstalaciones.com;;ENERGIA ELECTRICA;;;;;
MADE HOGAR;AVENIDA PIRRALOS, 11 - LOC. 2;41701;DOS HERMANAS;SEVILLA;955080226;;vazgra@live.com;www.madehogar.es;CONSTRUCCION;;;;;
FARMACIA POYATOS DEL POZO;AVENIDA REYES CATÓLICOS, 6 - BAJO;41701;DOS HERMANAS;SEVILLA;954720831;;farmacia.manuelpoyato@gmail.com;;FARMACIAS;;;;;
OBRADOR EL ARTESANO DEL DULCE;AVENIDA SAN JOSÉ DE CALASANZ - LOCAL 5 (QUINTO);41089;DOS HERMANAS;SEVILLA;954125078;;elartesanodeldulce@hotmail.com;;PASTELERIASYCONFITERIAS;;;;;
SEMILLERIA CAMPOS JARDIN;AVENIDA SAN JOSE DE CALASANZ 15 LOCAL;;DOS HERMANAS;SEVILLA;954126511;;info@semilleriacampojardin.es;www.semilleriacampojardin.es;;;;;;
SCOLASPORT-DOSHERMANAS;AVENIDA SAN JOSÉ DE CALASANZ 2 (QUINTO);41089;DOS HERMANAS;SEVILLA;954124989;;;;SALUD - MEDICOS;;;;;
FAIPLAS;AVENIDA VIRGEN DE LOS DESAMPARADOS, 2;41701;DOS HERMANAS;SEVILLA;954727865;;info@faiplas.com;www.faiplas.com;PLASTICOARTICULOS;;;;;
EUROPEA DE GRIFERÍA S.L.;AVENIDA VIRGEN DE LOS DESAMPARADOS, NAVE 8;41700;DOS HERMANAS;SEVILLA;955665792;;;;MATERIAIS DE CONSTRUÇÃO;;;;;
QUATRO H.O. - DOS HERMANAS;AZOFAIRON, 58;41702;DOS HERMANAS;SEVILLA;955662801;;info@quattroho.com;;CONSTRUCCION;;;;;
